16,0,3.8981,1.929,0.92154,0.33024
16,0,4.3625,1.9229,1.0012,0.38405
16,0,7.0602,1.7948,0.81565,0.29551
16,0,4.4981,1.9495,0.92337,0.3096
16,0,4.2548,1.8421,0.81975,0.29383
16,0,4.5773,1.7431,0.68469,0.21676
16,0,3.975,1.9137,0.92709,0.33972
16,0,5.1448,1.8588,0.9016,0.34177
16,0,4.4737,1.9339,0.98004,0.35619
16,0,4.1751,2.0005,1.0431,0.39735
16,0,3.4503,1.7522,0.81465,0.31491
16,0,4.1401,1.879,0.93405,0.36044
16,0,3.7664,1.9544,0.88167,0.25926
16,0,4.2153,1.9648,0.96872,0.32627
16,0,3.7548,1.7967,0.87443,0.34152
16,0,3.9286,1.8305,0.86581,0.31477
16,0,5.034,1.8632,0.79809,0.26116
16,0,3.8944,1.8447,0.85697,0.30773
16,0,4.7859,1.8973,0.8834,0.30992
16,0,3.8636,1.9332,0.97373,0.35601
16,0,5.4644,1.7514,0.76093,0.27977
16,0,3.5556,2.0416,1.1673,0.47145
16,0,6.4548,1.7061,0.72457,0.25321
16,0,4.3241,1.8446,0.78765,0.24651
16,0,4.4343,1.9385,0.88544,0.29335
16,0,4.9212,1.8307,0.82054,0.2861
16,0,3.6354,1.8415,0.91807,0.36275
16,0,3.3405,1.812,0.89386,0.34135
16,0,4.1167,1.8497,0.90348,0.34355
16,0,4.7254,1.9012,0.93502,0.3435
16,0,4.2212,1.9141,0.90998,0.32039
16,0,8.9536,1.8323,0.81721,0.27749
16,0,3.9152,1.7808,0.78476,0.29088
16,0,3.6037,1.8974,0.95955,0.34917
16,0,3.6467,1.8141,0.86397,0.31428
16,0,4.281,1.9783,1.0572,0.40942
16,0,5.4794,1.8189,0.79811,0.26068
16,0,3.2637,1.8336,0.88267,0.33388
16,0,4.493,1.8705,0.82917,0.28076
16,0,3.5675,1.8373,0.87324,0.32122
16,0,3.4798,1.7851,0.85282,0.32939
16,0,3.8899,2.0037,1.092,0.41463
16,0,4.7744,1.9461,0.94222,0.34296
16,0,4.0501,1.9077,0.94041,0.35581
16,0,3.124,1.8928,0.9536,0.36002
16,0,3.2571,1.9533,0.97819,0.35859
16,0,6.3412,1.8789,0.88513,0.3256
16,0,4.781,1.8799,0.91751,0.3267
16,0,4.932,1.8566,0.9257,0.35786
16,0,3.7712,1.7652,0.82744,0.32825
16,0,4.6759,1.951,0.98983,0.36014
16,0,4.8447,1.6447,0.65405,0.22361
16,0,4.6859,1.9539,1.038,0.40777
16,0,3.8402,1.827,0.89784,0.34472
16,0,3.7543,1.7532,0.81698,0.30882
16,0,4.4668,1.8992,0.92236,0.34057
16,0,5.6437,1.8674,0.87016,0.31154
16,0,3.7775,2.0373,1.0589,0.37849
16,0,4.0539,1.8452,0.82245,0.27448
16,0,4.4338,1.9664,1.0509,0.4196
16,0,3.2034,1.9835,1.0306,0.39383
16,0,4.4701,1.7767,0.79962,0.28947
16,0,3.3388,2.1105,1.1588,0.42309
16,0,4.0002,1.902,0.86179,0.28709
16,0,3.3085,1.8373,0.89425,0.3413
16,0,4.1082,1.8585,0.97626,0.40185
16,0,6.4174,1.9333,1.0472,0.42467
16,0,7.0697,1.9886,1.0319,0.37625
16,0,4.6575,1.901,0.99286,0.38954
16,0,3.9452,1.8828,0.99337,0.40188
16,0,4.3255,1.9289,0.93195,0.34167
16,0,3.8685,1.825,0.87269,0.33166
