,0
0,0.75
1,0.8916666666666667
2,0.8703703703703703
3,0.8592592592592593
4,0.8944444444444445
5,0.9430555555555555
6,0.9638888888888889
7,0.9768518518518519
8,0.9851851851851852
9,0.9930555555555556
10,0.9935185185185185
11,0.9967592592592592
12,0.9981481481481481
13,0.9986111111111111
14,0.999537037037037
15,0.999537037037037
16,0.999537037037037
17,1.0
18,0.999537037037037
19,1.0
20,1.0
