,0
0,0.8902777777777777
1,0.9351851851851852
2,0.9365740740740741
3,0.9333333333333333
4,0.9518518518518518
5,0.9662037037037037
6,0.9907407407407407
7,0.9949074074074075
8,0.9972222222222222
9,0.9972222222222222
10,0.9990740740740741
11,0.9981481481481481
12,0.999537037037037
13,0.9990740740740741
14,0.999537037037037
15,0.999537037037037
16,1.0
17,1.0
18,1.0
19,1.0
20,1.0
