,0
0,0.7700617283950617
1,0.8546296296296296
2,0.8768518518518519
3,0.8674382716049382
4,0.8941358024691358
5,0.9310185185185185
6,0.9692901234567901
7,0.9833333333333333
8,0.9910493827160494
9,0.9950617283950617
10,0.9964506172839506
11,0.9983024691358025
12,0.9993827160493827
13,0.999537037037037
14,0.9998456790123457
15,0.9998456790123457
16,1.0
17,0.9996913580246913
18,0.9996913580246913
19,0.9996913580246913
20,0.999537037037037
