,0
0,0.9268518518518518
1,0.9828703703703704
2,0.9745370370370371
3,0.975925925925926
4,0.9856481481481482
5,0.9953703703703703
6,0.9981481481481481
7,0.999537037037037
8,0.9990740740740741
9,0.999537037037037
10,1.0
11,1.0
12,0.999537037037037
13,1.0
14,0.999537037037037
15,0.999537037037037
16,0.999537037037037
17,1.0
18,0.9990740740740741
19,1.0
20,0.9986111111111111
