,0
0,0.9467592592592593
1,0.9851851851851852
2,0.9745370370370371
3,0.9731481481481481
4,0.987037037037037
5,0.9921296296296296
6,0.9949074074074075
7,1.0
8,0.9986111111111111
9,0.999537037037037
10,1.0
11,1.0
12,0.999537037037037
13,1.0
14,1.0
15,1.0
16,1.0
17,0.999537037037037
18,1.0
19,1.0
20,1.0
