,0
0,0.8569444444444444
1,0.9333333333333333
2,0.9462962962962963
3,0.9495370370370371
4,0.9652777777777778
5,0.9768518518518519
6,0.9902777777777778
7,0.9884259259259259
8,0.999537037037037
9,0.9981481481481481
10,0.9986111111111111
11,0.9986111111111111
12,0.999537037037037
13,1.0
14,1.0
15,1.0
16,1.0
17,1.0
18,0.999537037037037
19,1.0
20,0.999537037037037
21,1.0
22,1.0
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,1.0
29,1.0
30,1.0
