16,0,2.8786,5.8021,8.8758,3.3471
16,0,3.2576,5.5962,7.8382,2.8169
16,0,2.8953,5.189,6.632,2.2844
16,0,6.4189,5.7194,8.4018,3.0728
16,0,3.0795,5.4215,7.0967,2.3555
16,0,4.103,5.5421,8.0178,3.0386
16,0,2.3688,5.588,7.6239,2.6708
16,0,2.9419,5.8354,8.5488,2.9539
16,0,3.8496,5.4872,7.7997,2.8655
16,0,3.1942,5.6242,8.3745,3.2003
16,0,3.3269,5.8188,8.6401,3.0016
16,0,2.3021,5.6095,7.8808,2.662
16,0,2.5718,5.573,7.7447,2.682
16,0,3.5134,5.4515,7.553,2.6598
16,0,7.2167,5.493,7.4132,2.5736
16,0,2.9583,5.7582,8.3688,2.9292
16,0,2.869,5.4871,7.1725,2.4117
16,0,4.5063,5.7376,8.2807,2.9553
16,0,2.1498,5.9343,8.746,3.0228
16,0,2.0189,5.4236,7.1427,2.4786
16,0,4.7204,5.4584,7.3465,2.4856
16,0,6.2208,5.4314,6.8014,2.11
16,0,2.6945,5.4651,7.6001,2.7532
16,0,6.0466,5.8047,8.8338,3.322
16,0,2.1365,5.5301,7.3916,2.4058
16,0,3.7024,5.6308,8.0182,2.8572
16,0,4.7799,5.3353,6.7005,2.236
16,0,4.121,5.6827,8.3954,3.0877
16,0,3.139,5.6827,8.2054,2.9379
16,0,2.3036,5.2373,6.6563,2.2796
16,0,4.7365,5.5836,8.1546,2.9899
16,0,3.7233,5.535,7.9256,2.9377
16,0,2.8915,5.6405,7.2529,2.1825
16,0,3.2684,5.6176,7.6292,2.5975
16,0,2.9627,5.6014,7.8692,2.7886
16,0,3.5684,5.5638,7.8574,2.7374
16,0,3.6019,5.5952,7.9888,2.9012
16,0,3.0978,5.9624,9.0356,3.3123
16,0,2.9861,5.7015,8.2361,2.9326
16,0,4.4393,5.5732,7.6136,2.7144
16,0,3.1138,5.8304,9.0534,3.4282
16,0,3.445,5.4995,7.939,3.0155
16,0,3.7779,5.6107,7.969,2.8553
16,0,1.9882,5.7617,8.5426,3.1096
16,0,4.5706,5.5561,7.9978,2.8775
16,0,2.4986,5.615,8.0571,2.8545
16,0,3.09,5.7286,7.762,2.5246
